TEMP(FAHR),58,,
PRESSURE (PSI),Z factor,VISCOSITY (CP),Phase
3350,1,1.14,liquid
3360,1,1.14,liquid
3370,1,1.1399,liquid
3380,1,1.1399,liquid
3390,1,1.1399,liquid
3400,1,1.1398,liquid
3410,1,1.1398,liquid
3420,1,1.1397,liquid
3430,1,1.1397,liquid
3440,1,1.1397,liquid
3450,1,1.1396,liquid
3460,1,1.1396,liquid
3470,1,1.1396,liquid
3480,1,1.1395,liquid
3490,1,1.1395,liquid
3500,1,1.1395,liquid
3510,1,1.1394,liquid
3520,1,1.1394,liquid
3530,1,1.1394,liquid
3540,1,1.1393,liquid
3550,1,1.1393,liquid
3560,1,1.1392,liquid
3570,1,1.1392,liquid
3580,1,1.1392,liquid
3590,1,1.1391,liquid
3600,1,1.1391,liquid
3610,1,1.1391,liquid
3620,1,1.139,liquid
3630,1,1.139,liquid
3640,1,1.139,liquid
3650,1,1.1389,liquid
3660,1,1.1389,liquid
3670,1,1.1389,liquid
3680,1,1.1388,liquid
3690,1,1.1388,liquid
3700,1,1.1388,liquid
3710,1,1.1387,liquid
3720,1,1.1387,liquid
3730,1,1.1387,liquid
3740,1,1.1386,liquid
3750,1,1.1386,liquid
3760,1,1.1386,liquid
3770,1,1.1385,liquid
3780,1,1.1385,liquid
3790,1,1.1384,liquid
3800,1,1.1384,liquid
3810,1,1.1384,liquid
3820,1,1.1383,liquid
3830,1,1.1383,liquid
3840,1,1.1383,liquid
3850,1,1.1382,liquid
3860,1,1.1382,liquid
3870,1,1.1382,liquid
3880,1,1.1381,liquid
3890,1,1.1381,liquid
3900,1,1.1381,liquid
3910,1,1.138,liquid
3920,1,1.138,liquid
3930,1,1.138,liquid
3940,1,1.1379,liquid
3950,1,1.1379,liquid
3960,1,1.1379,liquid
3970,1,1.1378,liquid
3980,1,1.1378,liquid
3990,1,1.1378,liquid
4000,1,1.1377,liquid
4010,1,1.1377,liquid
4020,1,1.1377,liquid
4030,1,1.1376,liquid
4040,1,1.1376,liquid
4050,1,1.1376,liquid
4060,1,1.1375,liquid
4070,1,1.1375,liquid
4080,1,1.1375,liquid
4090,1,1.1374,liquid
4100,1,1.1374,liquid
4110,1,1.1374,liquid
4120,1,1.1373,liquid
4130,1,1.1373,liquid
4140,1,1.1373,liquid
4150,1,1.1372,liquid
4160,1,1.1372,liquid
4170,1,1.1372,liquid
4180,1,1.1371,liquid
4190,1,1.1371,liquid
4200,1,1.1371,liquid
4210,1,1.137,liquid
4220,1,1.137,liquid
4230,1,1.137,liquid
4240,1,1.1369,liquid
4250,1,1.1369,liquid
4260,1,1.1369,liquid
4270,1,1.1369,liquid
4280,1,1.1368,liquid
4290,1,1.1368,liquid
4300,1,1.1368,liquid
4310,1,1.1367,liquid
4320,1,1.1367,liquid
4330,1,1.1367,liquid
4340,1,1.1366,liquid
4350,1,1.1366,liquid
4360,1,1.1366,liquid
4370,1,1.1365,liquid
4380,1,1.1365,liquid
4390,1,1.1365,liquid
4400,1,1.1364,liquid
4410,1,1.1364,liquid
4420,1,1.1364,liquid
4430,1,1.1363,liquid
4440,1,1.1363,liquid
4450,1,1.1363,liquid
4460,1,1.1362,liquid
4470,1,1.1362,liquid
4480,1,1.1362,liquid
4490,1,1.1362,liquid
4500,1,1.1361,liquid
4510,1,1.1361,liquid
4520,1,1.1361,liquid
4530,1,1.136,liquid
4540,1,1.136,liquid
4550,1,1.136,liquid
4560,1,1.1359,liquid
4570,1,1.1359,liquid
4580,1,1.1359,liquid
4590,1,1.1358,liquid
