TEMP(FAHR)	58.00000		
PRESSURE (PSI)     Z (PV/RT) VISCOSITY (CP)	Ph
1590.00000	0.22371	0.09511	L
1600.00000	0.22497	0.09525	L
1610.00000	0.22624	0.09540	L
1620.00000	0.22750	0.09554	L
1630.00000	0.22876	0.09569	L
1640.00000	0.23002	0.09583	L
1650.00000	0.23129	0.09598	L
1660.00000	0.23255	0.09612	L
1670.00000	0.23380	0.09626	L
1680.00000	0.23506	0.09640	L
1690.00000	0.23632	0.09655	L
1700.00000	0.23758	0.09669	L
1710.00000	0.23883	0.09683	L
1720.00000	0.24009	0.09697	L
1730.00000	0.24134	0.09711	L
1740.00000	0.24260	0.09725	L
1750.00000	0.24385	0.09739	L
1760.00000	0.24510	0.09752	L
1770.00000	0.24636	0.09766	L
1780.00000	0.24761	0.09780	L
1790.00000	0.24886	0.09794	L
1800.00000	0.25011	0.09807	L
1810.00000	0.25136	0.09821	L
1820.00000	0.25260	0.09834	L
1830.00000	0.25385	0.09848	L
1840.00000	0.25510	0.09861	L
1850.00000	0.25635	0.09875	L
1860.00000	0.25759	0.09888	L
1870.00000	0.25884	0.09902	L
1880.00000	0.26008	0.09915	L
1890.00000	0.26132	0.09928	L
1900.00000	0.26257	0.09941	L
1910.00000	0.26381	0.09954	L
1920.00000	0.26505	0.09968	L
1930.00000	0.26629	0.09981	L
1940.00000	0.26753	0.09994	L
1950.00000	0.26877	0.10007	L
1960.00000	0.27001	0.10020	L
1970.00000	0.27125	0.10033	L
1980.00000	0.27248	0.10046	L
1990.00000	0.27372	0.10059	L
2000.00000	0.27496	0.10071	L
2010.00000	0.27619	0.10084	L
2020.00000	0.27743	0.10097	L
2030.00000	0.27866	0.10110	L
2040.00000	0.27990	0.10123	L
2050.00000	0.28113	0.10135	L
2060.00000	0.28236	0.10148	L
2070.00000	0.28359	0.10160	L
2080.00000	0.28482	0.10173	L
2090.00000	0.28605	0.10186	L
2100.00000	0.28728	0.10198	L
2110.00000	0.28851	0.10211	L
2120.00000	0.28974	0.10223	L
2130.00000	0.29097	0.10235	L
2140.00000	0.29220	0.10248	L
2150.00000	0.29342	0.10260	L
2160.00000	0.29465	0.10272	L
2170.00000	0.29588	0.10285	L
2180.00000	0.29710	0.10297	L
2190.00000	0.29832	0.10309	L
2200.00000	0.29955	0.10321	L
2210.00000	0.30077	0.10334	L
2220.00000	0.30199	0.10346	L
2230.00000	0.30322	0.10358	L
2240.00000	0.30444	0.10370	L
2250.00000	0.30566	0.10382	L
2260.00000	0.30688	0.10394	L
2270.00000	0.30810	0.10406	L
2280.00000	0.30932	0.10418	L
2290.00000	0.31054	0.10430	L
2300.00000	0.31175	0.10442	L
2310.00000	0.31297	0.10454	L
2320.00000	0.31419	0.10466	L
2330.00000	0.31540	0.10477	L
2340.00000	0.31662	0.10489	L
2350.00000	0.31784	0.10501	L
2360.00000	0.31905	0.10513	L
2370.00000	0.32026	0.10525	L
2380.00000	0.32148	0.10536	L
2390.00000	0.32269	0.10548	L
2400.00000	0.32390	0.10560	L
2410.00000	0.32511	0.10571	L
2420.00000	0.32633	0.10583	L
2430.00000	0.32754	0.10594	L
2440.00000	0.32875	0.10606	L
2450.00000	0.32996	0.10618	L
2460.00000	0.33117	0.10629	L
2470.00000	0.33237	0.10640	L
2480.00000	0.33358	0.10652	L
2490.00000	0.33479	0.10663	L
2500.00000	0.33600	0.10675	L
2510.00000	0.33720	0.10686	L
2520.00000	0.33841	0.10698	L
2530.00000	0.33962	0.10709	L
2540.00000	0.34082	0.10720	L
2550.00000	0.34203	0.10732	L
2560.00000	0.34323	0.10743	L
2570.00000	0.34443	0.10754	L
2580.00000	0.34564	0.10765	L
2590.00000	0.34684	0.10776	L
2600.00000	0.34804	0.10788	L
2610.00000	0.34924	0.10799	L
2620.00000	0.35044	0.10810	L
2630.00000	0.35164	0.10821	L
2640.00000	0.35284	0.10832	L
2650.00000	0.35404	0.10843	L
2660.00000	0.35524	0.10854	L
2670.00000	0.35644	0.10865	L
2680.00000	0.35764	0.10876	L
2690.00000	0.35884	0.10887	L
2700.00000	0.36003	0.10898	L
2710.00000	0.36123	0.10909	L
2720.00000	0.36243	0.10920	L
2730.00000	0.36362	0.10931	L
2740.00000	0.36482	0.10942	L
2750.00000	0.36601	0.10953	L
2760.00000	0.36720	0.10964	L
2770.00000	0.36840	0.10975	L
2780.00000	0.36959	0.10985	L
2790.00000	0.37078	0.10996	L
2800.00000	0.37198	0.11007	L
2810.00000	0.37317	0.11018	L
2820.00000	0.37436	0.11029	L
2830.00000	0.37555	0.11039	L
2840.00000	0.37674	0.11050	L
2850.00000	0.37793	0.11061	L
2860.00000	0.37912	0.11071	L
2870.00000	0.38031	0.11082	L
2880.00000	0.38150	0.11093	L
2890.00000	0.38269	0.11103	L
2900.00000	0.38387	0.11114	L
2910.00000	0.38506	0.11124	L
2920.00000	0.38625	0.11135	L
2930.00000	0.38743	0.11146	L
2940.00000	0.38862	0.11156	L
2950.00000	0.38980	0.11167	L
2960.00000	0.39099	0.11177	L
2970.00000	0.39217	0.11188	L
2980.00000	0.39336	0.11198	L
2990.00000	0.39454	0.11208	L
END PVT
